		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Soil 	Soil 	Wind	Wind	ISS 	Arc.
01/02/22	1:40	7.0	7.0	6.9	86	4.8	5.0	W	0.83	14.0	W	5.5	6.9	5.4	3.4	1024.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	20.1	37	4.9	18.5	7.35	 .0754	0.00	6.1	5.6	232	1	100.0	10
01/02/22	1:50	7.0	7.0	6.9	86	4.8	5.0	W	0.83	13.0	SSW	5.5	6.9	5.4	3.4	1024.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	20.1	37	4.9	18.5	7.35	 .0754	0.00	6.1	5.6	234	1	100.0	10
01/02/22	2:00	7.1	7.1	7.0	86	4.9	4.0	W	0.67	10.0	W	5.9	7.0	5.9	3.9	1024.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	20.0	37	4.9	18.4	7.35	 .0754	0.00	6.7	5.6	231	1	100.0	10
01/02/22	2:10	7.1	7.1	7.1	86	4.9	4.0	SSW	0.67	12.0	SW	6.1	7.1	6.0	4.0	1024.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	20.0	37	4.9	18.4	7.35	 .0754	0.00	6.7	5.6	231	1	100.0	10
01/02/22	2:20	7.2	7.2	7.1	86	5.0	6.0	SSW	1.00	19.0	SW	5.4	7.2	5.3	3.3	1024.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	20.0	37	4.9	18.4	7.35	 .0754	0.00	6.7	6.1	234	1	100.0	10
01/02/22	2:30	7.2	7.2	7.2	86	5.0	4.0	S	0.67	10.0	S	6.2	7.2	6.1	4.1	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	19.9	37	4.8	18.3	7.35	 .0754	0.00	6.7	5.6	234	1	100.0	10
01/02/22	2:40	7.2	7.2	7.1	86	5.0	6.0	SW	1.00	15.0	SSW	5.3	7.1	5.3	3.3	1023.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	19.9	37	4.8	18.3	7.35	 .0753	0.00	6.1	5.6	232	1	100.0	10
01/02/22	2:50	7.1	7.2	7.1	86	4.9	6.0	WSW	1.00	11.0	SSE	5.3	7.1	5.2	3.2	1023.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	19.8	37	4.7	18.3	7.35	 .0753	0.00	6.1	5.6	233	1	100.0	10
01/02/22	3:00	7.0	7.1	7.0	87	5.0	5.0	W	0.83	16.0	W	5.5	7.0	5.5	3.5	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	19.8	37	4.7	18.3	7.35	 .0754	0.00	6.1	5.6	232	1	100.0	10
01/02/22	3:10	7.1	7.1	7.0	88	5.2	7.0	W	1.17	23.0	W	4.9	7.1	4.9	2.9	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	19.8	37	4.7	18.3	7.35	 .0754	0.00	6.1	5.6	233	1	100.0	10
01/02/22	3:20	7.0	7.1	7.0	88	5.1	6.0	SW	1.00	13.0	WNW	5.1	7.0	5.1	3.1	1023.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	19.8	37	4.7	18.2	7.35	 .0754	0.00	6.1	5.6	230	1	100.0	10
01/02/22	3:30	7.1	7.1	7.0	89	5.4	6.0	SW	1.00	17.0	WNW	5.2	7.1	5.2	3.2	1022.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	19.8	37	4.7	18.2	7.35	 .0753	0.00	6.7	6.1	233	1	100.0	10
01/02/22	3:40	7.1	7.1	7.0	89	5.4	6.0	SSW	1.00	19.0	SSW	5.2	7.1	5.2	3.2	1022.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	19.7	37	4.6	18.2	7.35	 .0753	0.00	6.7	6.1	234	1	100.0	10
01/02/22	3:50	7.2	7.2	7.1	89	5.5	7.0	SSW	1.17	16.0	SSW	5.1	7.2	5.1	3.1	1022.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	19.7	37	4.6	18.1	7.35	 .0753	0.00	6.7	6.1	233	1	100.0	10
01/02/22	4:00	7.3	7.3	7.2	89	5.6	5.0	SSW	0.83	13.0	S	5.8	7.3	5.8	3.9	1021.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	19.7	37	4.6	18.1	7.35	 .0753	0.03	6.7	6.1	233	1	100.0	10
01/02/22	4:10	7.3	7.3	7.3	90	5.8	6.0	SW	1.00	15.0	SSW	5.5	7.4	5.6	3.6	1021.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	19.6	37	4.5	18.1	7.35	 .0753	0.00	6.7	6.1	231	1	100.0	10
01/02/22	4:20	7.4	7.4	7.3	90	5.9	5.0	WSW	0.83	14.0	WSW	5.9	7.4	6.0	4.1	1021.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	19.6	37	4.5	18.1	7.35	 .0753	0.00	6.7	6.1	234	1	100.0	10
01/02/22	4:30	7.4	7.4	7.3	90	5.9	6.0	SW	1.00	15.0	SSW	5.6	7.4	5.7	3.7	1021.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	19.6	38	4.8	18.1	7.55	 .0753	0.00	6.7	6.1	232	1	100.0	10
01/02/22	4:40	7.5	7.5	7.4	90	6.0	6.0	WSW	1.00	15.0	S	5.7	7.6	5.8	3.8	1021.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	19.6	38	4.8	18.1	7.55	 .0753	0.00	6.7	6.1	233	1	100.0	10
01/02/22	4:50	7.4	7.5	7.4	90	5.9	5.0	W	0.83	15.0	W	6.0	7.5	6.1	4.1	1021.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	19.6	38	4.8	18.1	7.55	 .0753	0.00	6.7	6.1	231	1	100.0	10
01/02/22	5:00	7.4	7.5	7.4	90	5.9	4.0	W	0.67	10.0	WNW	6.4	7.5	6.4	4.5	1022.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	19.6	38	4.8	18.1	7.55	 .0753	0.00	6.7	6.1	231	1	100.0	10
01/02/22	5:10	7.4	7.5	7.4	90	5.9	5.0	W	0.83	13.0	WNW	6.0	7.5	6.1	4.1	1021.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	19.6	38	4.8	18.1	7.55	 .0753	0.00	6.7	6.1	232	1	100.0	10
01/02/22	5:20	7.5	7.5	7.4	90	6.0	4.0	W	0.67	11.0	W	6.5	7.6	6.6	4.6	1022.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	19.5	38	4.8	18.0	7.55	 .0754	0.00	6.7	6.1	233	1	100.0	10
01/02/22	5:30	7.5	7.5	7.4	90	6.0	5.0	W	0.83	11.0	W	6.1	7.6	6.1	4.2	1022.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	19.5	38	4.8	18.0	7.55	 .0753	0.00	7.2	6.7	230	1	100.0	10
01/02/22	5:40	7.5	7.6	7.4	90	6.0	4.0	W	0.67	10.0	W	6.5	7.6	6.6	4.6	1021.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	19.4	38	4.7	17.9	7.55	 .0754	0.00	7.2	6.7	233	1	100.0	10
01/02/22	5:50	7.6	7.6	7.5	90	6.0	4.0	SW	0.67	9.0	W	6.6	7.6	6.6	4.7	1021.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	19.5	38	4.8	18.0	7.55	 .0753	0.00	7.2	6.7	232	1	100.0	10
01/02/22	6:00	7.7	7.7	7.6	89	6.0	5.0	W	0.83	19.0	SSW	6.3	7.8	6.4	4.4	1021.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	19.5	38	4.8	18.0	7.55	 .0753	0.00	7.2	6.7	229	1	100.0	10
01/02/22	6:10	7.8	7.8	7.7	89	6.1	4.0	WNW	0.67	14.0	WNW	6.8	7.8	6.8	4.9	1021.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	19.5	37	4.4	17.9	7.35	 .0753	0.00	7.2	6.7	231	1	100.0	10
01/02/22	6:20	7.9	7.9	7.8	88	6.0	6.0	W	1.00	15.0	WNW	6.2	7.9	6.2	4.3	1021.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	19.6	38	4.8	18.1	7.55	 .0753	0.00	7.8	6.7	233	1	100.0	10
01/02/22	6:30	8.2	8.2	7.9	88	6.4	10.0	WNW	1.67	18.0	W	5.3	8.3	5.4	3.7	1021.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.070	0.000	19.6	38	4.9	18.1	7.55	 .0753	0.00	7.8	7.2	230	1	100.0	10
01/02/22	6:40	8.6	8.6	8.2	87	6.6	11.0	WNW	1.83	22.0	WNW	5.5	8.7	5.6	3.9	1021.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.068	0.000	19.7	38	5.0	18.2	7.55	 .0752	0.00	8.3	7.2	232	1	100.0	10
01/02/22	6:50	8.6	8.7	8.6	86	6.4	11.0	W	1.83	22.0	NW	5.5	8.6	5.5	3.8	1021.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.068	0.000	19.8	38	5.1	18.3	7.55	 .0752	0.00	8.3	7.8	235	1	100.0	10
01/02/22	7:00	8.7	8.7	8.6	86	6.5	9.0	W	1.50	21.0	W	6.2	8.7	6.2	4.4	1021.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	19.9	38	5.1	18.4	7.55	 .0752	0.03	8.3	7.2	232	1	100.0	10
01/02/22	7:10	8.5	8.7	8.5	86	6.3	5.0	WNW	0.83	12.0	W	7.3	8.5	7.3	5.3	1021.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.068	0.000	20.0	38	5.2	18.6	7.55	 .0751	0.00	7.8	6.7	230	1	100.0	10
01/02/22	7:20	8.2	8.4	8.2	87	6.1	5.0	W	0.83	14.0	W	6.8	8.2	6.9	4.9	1021.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	20.2	37	5.0	18.6	7.35	 .0751	0.00	7.2	6.7	233	1	100.0	10
01/02/22	7:30	8.3	8.3	8.2	87	6.3	9.0	W	1.50	19.0	W	5.7	8.4	5.8	4.0	1021.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.069	0.000	20.2	37	5.1	18.7	7.35	 .0751	0.00	7.2	6.7	233	1	100.0	10
01/02/22	7:40	8.3	8.3	8.3	87	6.3	8.0	W	1.33	18.0	WSW	6.1	8.4	6.1	4.3	1021.2	0.00	0.0	4	0.06	5	0.0	0.00	0.0	0.069	0.000	20.3	37	5.1	18.7	7.35	 .0751	0.00	7.8	6.7	231	1	100.0	10
01/02/22	7:50	8.3	8.3	8.3	87	6.2	9.0	W	1.50	20.0	WSW	5.7	8.3	5.7	4.0	1021.0	0.00	0.0	4	0.06	9	0.0	0.00	0.0	0.070	0.000	20.4	37	5.2	18.8	7.35	 .0750	0.00	7.2	6.7	233	1	100.0	10
01/02/22	8:00	8.2	8.3	8.2	87	6.1	9.0	W	1.50	18.0	WNW	5.6	8.2	5.6	3.9	1021.1	0.00	0.0	11	0.16	14	0.0	0.00	0.0	0.071	0.000	20.4	37	5.3	18.9	7.35	 .0750	0.03	7.2	6.7	231	1	100.0	10
01/02/22	8:10	8.1	8.2	8.1	88	6.2	8.0	W	1.33	16.0	W	5.8	8.2	5.9	4.3	1021.1	0.00	0.0	18	0.26	21	0.0	0.00	0.0	0.071	0.000	20.6	37	5.4	19.0	7.35	 .0750	0.00	7.2	6.7	232	1	100.0	10
01/02/22	8:20	8.0	8.1	7.9	88	6.1	9.0	W	1.50	17.0	NW	5.3	8.1	5.4	3.9	1020.8	0.00	0.0	27	0.39	30	0.0	0.00	0.0	0.072	0.000	20.7	37	5.4	19.1	7.35	 .0749	0.00	7.2	6.7	232	1	100.0	10
01/02/22	8:30	7.9	8.0	7.9	89	6.2	9.0	W	1.50	21.0	WSW	5.3	8.0	5.3	3.9	1020.9	0.00	0.0	35	0.50	40	0.0	0.00	0.0	0.072	0.000	20.8	37	5.5	19.2	7.35	 .0749	0.00	7.2	6.7	231	1	100.0	10
01/02/22	8:40	8.1	8.1	7.9	89	6.4	8.0	W	1.33	19.0	W	5.8	8.2	5.9	4.6	1020.8	0.00	0.0	49	0.70	60	0.0	0.00	0.0	0.071	0.000	20.8	37	5.6	19.3	7.35	 .0749	0.00	8.3	6.7	234	1	100.0	10
01/02/22	8:50	8.4	8.4	8.1	89	6.7	8.0	W	1.33	20.0	W	6.2	8.6	6.3	5.1	1020.8	0.00	0.0	55	0.79	58	0.0	0.00	0.0	0.069	0.000	20.9	37	5.7	19.3	7.35	 .0749	0.00	8.3	7.2	234	1	100.0	10
01/02/22	9:00	8.7	8.7	8.4	89	7.0	10.0	W	1.67	22.0	WNW	5.8	8.8	5.9	4.9	1021.1	0.00	0.0	57	0.82	69	0.0	0.00	0.0	0.067	0.000	21.0	37	5.7	19.4	7.35	 .0749	0.03	8.3	7.8	234	1	100.0	10
01/02/22	9:10	8.9	8.9	8.7	89	7.2	8.0	W	1.33	19.0	WNW	6.7	9.0	6.8	5.7	1021.3	0.00	0.0	63	0.90	76	0.0	0.00	0.0	0.066	0.000	21.1	37	5.8	19.4	7.35	 .0749	0.00	8.9	7.8	232	1	100.0	10
01/02/22	9:20	9.1	9.1	8.9	88	7.2	7.0	W	1.17	17.0	W	7.4	9.2	7.5	6.1	1021.4	0.00	0.0	41	0.59	58	0.0	0.00	0.0	0.064	0.000	21.1	37	5.8	19.5	7.35	 .0748	0.00	8.9	8.3	233	1	100.0	10
01/02/22	9:30	9.2	9.2	9.1	88	7.3	7.0	W	1.17	16.0	WSW	7.4	9.3	7.6	6.3	1021.2	0.00	0.0	54	0.77	69	0.0	0.00	0.0	0.064	0.000	21.2	37	5.9	19.6	7.35	 .0748	0.00	8.9	8.3	232	1	100.0	10
01/02/22	9:40	9.2	9.2	9.1	88	7.3	8.0	W	1.33	18.0	WNW	7.1	9.3	7.2	7.6	1021.3	0.00	0.0	67	0.96	77	0.0	0.00	0.0	0.063	0.000	21.2	37	5.9	19.6	7.35	 .0748	0.00	9.4	8.3	234	1	100.0	10
01/02/22	9:50	9.4	9.4	9.2	87	7.3	8.0	W	1.33	16.0	WSW	7.3	9.5	7.4	8.0	1021.3	0.00	0.0	78	1.12	88	0.0	0.00	0.0	0.062	0.000	21.2	37	5.9	19.6	7.35	 .0748	0.00	9.4	8.9	233	1	100.0	10
01/02/22	10:00	9.4	9.4	9.3	87	7.3	7.0	W	1.17	16.0	W	7.7	9.5	7.8	8.9	1021.2	0.00	0.0	97	1.39	125	0.1	0.01	0.5	0.062	0.000	21.3	37	6.0	19.8	7.34	 .0748	0.05	9.4	8.3	234	1	100.0	10
01/02/22	10:10	9.5	9.6	9.4	87	7.4	7.0	W	1.17	16.0	WSW	7.8	9.6	7.9	9.3	1021.0	0.00	0.0	110	1.58	134	0.4	0.03	0.5	0.061	0.000	21.4	37	6.1	19.9	7.34	 .0747	0.00	10.0	8.3	231	1	100.0	10
01/02/22	10:20	9.9	9.9	9.5	87	7.8	7.0	W	1.17	17.0	SSW	8.3	10.0	8.4	10.6	1021.1	0.00	0.0	168	2.41	227	0.5	0.04	0.6	0.059	0.000	21.6	37	6.3	20.1	7.33	 .0747	0.00	10.6	8.9	234	1	100.0	10
01/02/22	10:30	10.2	10.2	9.8	87	8.1	6.0	W	1.00	18.0	NW	8.9	10.3	9.1	11.9	1020.8	0.00	0.0	199	2.85	272	0.6	0.04	0.6	0.057	0.000	21.8	37	6.4	20.3	7.33	 .0746	0.00	12.2	9.4	233	1	100.0	10
01/02/22	10:40	10.4	10.4	10.2	86	8.2	6.0	W	1.00	16.0	WSW	9.3	10.5	9.3	11.7	1020.8	0.00	0.0	171	2.45	255	0.6	0.04	0.6	0.055	0.000	22.0	37	6.6	20.7	7.32	 .0745	0.00	11.7	9.4	231	1	100.0	10
01/02/22	10:50	10.7	10.8	10.4	85	8.3	8.0	W	1.33	16.0	WNW	8.9	10.7	8.9	11.5	1020.6	0.00	0.0	197	2.82	216	0.7	0.05	0.7	0.053	0.000	22.2	37	6.8	20.9	7.31	 .0745	0.00	11.1	9.4	231	1	100.0	10
01/02/22	11:00	11.0	11.0	10.7	84	8.4	6.0	W	1.00	15.0	W	9.9	11.0	9.9	12.6	1020.9	0.00	0.0	199	2.85	234	0.7	0.05	0.7	0.051	0.000	22.3	37	6.9	21.1	7.31	 .0745	0.10	11.7	9.4	234	1	100.0	10
01/02/22	11:10	11.3	11.3	11.0	83	8.5	7.0	W	1.17	17.0	WSW	10.0	11.2	9.9	13.7	1020.8	0.00	0.0	251	3.60	264	0.8	0.06	0.8	0.049	0.000	22.4	37	7.0	21.3	7.30	 .0744	0.00	11.7	10.0	234	1	100.0	10
01/02/22	11:20	11.5	11.6	11.3	82	8.5	9.0	W	1.50	19.0	W	9.4	11.4	9.3	12.9	1020.8	0.00	0.0	256	3.67	281	0.8	0.06	0.8	0.047	0.000	22.5	37	7.1	21.4	7.30	 .0744	0.00	12.8	10.6	232	1	100.0	10
01/02/22	11:30	11.8	11.8	11.5	81	8.7	10.0	W	1.67	20.0	W	9.6	11.7	9.4	12.5	1020.9	0.00	0.0	239	3.43	360	0.8	0.06	0.8	0.045	0.000	22.6	37	7.1	21.6	7.30	 .0744	0.00	12.8	11.1	232	1	100.0	10
01/02/22	11:40	12.1	12.1	11.8	80	8.7	12.0	W	2.00	21.0	WNW	9.2	11.9	9.0	11.4	1020.6	0.00	0.0	203	2.91	311	0.7	0.05	0.8	0.044	0.000	22.6	37	7.1	21.6	7.30	 .0744	0.00	12.8	11.7	232	1	100.0	10
01/02/22	11:50	12.2	12.2	12.1	79	8.7	10.0	W	1.67	19.0	WNW	10.0	12.1	9.8	13.5	1020.5	0.00	0.0	269	3.86	313	0.9	0.06	0.9	0.042	0.000	22.6	37	7.1	21.6	7.30	 .0743	0.00	12.8	11.1	232	1	100.0	10
01/02/22	12:00	12.4	12.4	12.2	78	8.7	10.0	W	1.67	21.0	WNW	10.2	12.2	10.0	14.3	1020.4	0.00	0.0	302	4.33	311	0.9	0.06	0.9	0.041	0.000	22.7	37	7.2	21.7	7.29	 .0743	0.15	12.8	11.1	233	1	100.0	10
01/02/22	12:10	12.6	12.6	12.4	76	8.4	11.0	W	1.83	24.0	WNW	10.1	12.3	9.8	14.3	1020.2	0.00	0.0	322	4.62	339	0.9	0.06	1.0	0.040	0.000	22.7	37	7.2	21.7	7.29	 .0743	0.00	12.8	11.7	231	1	100.0	10
01/02/22	12:20	12.6	12.6	12.6	76	8.5	11.0	W	1.83	27.0	W	10.1	12.3	9.8	13.5	1020.1	0.00	0.0	274	3.93	334	0.9	0.06	0.9	0.040	0.000	22.8	37	7.3	21.9	7.29	 .0743	0.00	12.8	11.7	233	1	100.0	10
01/02/22	12:30	12.7	12.7	12.6	74	8.2	13.0	WNW	2.17	25.0	W	9.7	12.4	9.4	13.6	1020.2	0.00	0.0	319	4.57	336	0.9	0.06	0.9	0.039	0.000	22.8	37	7.4	21.9	7.29	 .0742	0.00	13.3	11.7	232	1	100.0	10
01/02/22	12:40	12.9	12.9	12.7	74	8.4	11.0	WNW	1.83	21.0	WNW	10.4	12.6	10.1	13.9	1020.4	0.00	0.0	279	4.00	315	0.9	0.06	0.9	0.038	0.000	22.9	37	7.4	22.1	7.29	 .0742	0.00	13.3	12.2	233	1	100.0	10
01/02/22	12:50	12.8	12.9	12.8	74	8.3	15.0	WNW	2.50	26.0	W	9.4	12.5	9.1	11.2	1020.3	0.00	0.0	204	2.92	295	0.8	0.06	0.9	0.038	0.000	22.9	37	7.4	22.1	7.29	 .0742	0.00	13.3	12.8	232	1	100.0	10
01/02/22	13:00	12.9	12.9	12.8	74	8.4	13.0	WNW	2.17	24.0	W	9.9	12.6	9.6	11.1	1020.2	0.00	0.0	135	1.94	214	0.7	0.05	0.8	0.038	0.000	22.9	37	7.4	22.1	7.29	 .0742	0.18	12.8	12.8	233	1	100.0	10
01/02/22	13:10	13.0	13.0	12.8	74	8.5	13.0	WNW	2.17	21.0	W	10.0	12.7	9.7	12.1	1020.3	0.00	0.0	206	2.95	323	0.7	0.05	0.8	0.037	0.000	22.9	37	7.4	22.1	7.29	 .0742	0.00	13.3	13.3	233	1	100.0	10
01/02/22	13:20	13.1	13.1	13.0	74	8.5	12.0	WNW	2.00	22.0	NW	10.3	12.7	10.0	11.7	1020.3	0.00	0.0	149	2.14	316	0.7	0.05	0.8	0.037	0.000	22.9	37	7.5	22.1	7.28	 .0742	0.00	13.3	13.9	233	1	100.0	10
01/02/22	13:30	13.2	13.2	13.1	74	8.7	11.0	WNW	1.83	22.0	W	10.8	12.9	10.5	13.7	1020.0	0.00	0.0	233	3.34	287	0.7	0.05	0.8	0.035	0.000	22.9	37	7.5	22.1	7.28	 .0742	0.00	13.3	13.3	234	1	100.0	10
01/02/22	13:40	13.4	13.4	13.2	72	8.4	13.0	WNW	2.17	23.0	NW	10.4	13.0	10.1	12.6	1019.8	0.00	0.0	207	2.97	285	0.7	0.05	0.8	0.034	0.000	23.0	37	7.5	22.2	7.28	 .0742	0.00	13.9	14.4	232	1	100.0	10
01/02/22	13:50	13.6	13.6	13.3	71	8.4	11.0	WNW	1.83	25.0	NW	11.2	13.1	10.8	13.8	1019.8	0.00	0.0	220	3.15	279	0.7	0.05	0.7	0.033	0.000	23.0	37	7.5	22.2	7.28	 .0742	0.00	14.4	14.4	232	1	100.0	10
01/02/22	14:00	13.7	13.8	13.6	69	8.1	13.0	NW	2.17	24.0	NW	10.8	13.3	10.4	14.0	1019.8	0.00	0.0	254	3.64	281	0.7	0.05	0.7	0.032	0.000	23.1	37	7.6	22.4	7.28	 .0741	0.18	14.4	13.3	234	1	100.0	10
01/02/22	14:10	13.8	13.8	13.7	68	8.0	13.0	WNW	2.17	25.0	NW	10.9	13.3	10.4	14.2	1019.9	0.00	0.0	255	3.66	278	0.6	0.04	0.7	0.032	0.000	23.2	37	7.7	22.4	7.28	 .0741	0.00	14.4	13.3	234	1	100.0	10
01/02/22	14:20	13.9	13.9	13.8	67	7.9	14.0	WNW	2.33	25.0	WNW	10.8	13.4	10.3	11.3	1019.9	0.00	0.0	261	3.74	274	0.6	0.04	0.6	0.031	0.000	23.2	36	7.3	22.5	7.10	 .0741	0.00	14.4	13.3	233	1	100.0	10
01/02/22	14:30	14.1	14.1	13.8	67	8.0	14.0	NW	2.33	29.0	NW	11.0	13.6	10.5	11.5	1020.2	0.00	0.0	266	3.81	288	0.5	0.04	0.5	0.030	0.000	23.3	36	7.4	22.6	7.09	 .0741	0.00	14.4	14.4	233	1	100.0	10
01/02/22	14:40	13.9	14.1	13.9	67	7.9	13.0	WNW	2.17	26.0	NW	11.1	13.4	10.6	10.9	1020.3	0.00	0.0	195	2.80	264	0.1	0.01	0.5	0.031	0.000	23.4	36	7.5	22.7	7.09	 .0741	0.00	13.3	13.3	233	1	100.0	10
01/02/22	14:50	13.6	13.9	13.6	69	8.0	12.0	WNW	2.00	21.0	WNW	11.0	13.2	10.6	9.7	1020.3	0.00	0.0	69	0.99	107	0.0	0.00	0.0	0.033	0.000	23.3	36	7.4	22.7	7.09	 .0741	0.00	13.3	13.3	232	1	100.0	10
01/02/22	15:00	13.6	13.7	13.6	68	7.8	13.0	NW	2.17	29.0	NW	10.7	13.1	10.2	9.7	1020.3	0.00	0.0	97	1.39	188	0.0	0.00	0.0	0.033	0.000	23.6	36	7.6	22.9	7.07	 .0741	0.18	13.3	13.3	233	1	100.0	10
01/02/22	15:10	13.5	13.7	13.5	67	7.5	14.0	WNW	2.33	29.0	WNW	10.4	13.0	9.9	9.3	1020.2	0.00	0.0	92	1.32	165	0.0	0.00	0.0	0.034	0.000	23.5	36	7.6	22.8	7.08	 .0741	0.00	12.8	12.8	232	1	100.0	10
